Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A665470,*Bert,10/18/2013,11:49AM,5305 Bolm Road #1 in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Blue
A665471,*Ernie,10/18/2013,11:49AM,5305 Bolm Road #1 in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Blue
A665473,*Izzy,10/18/2013,11:50AM,7806 W Rodgers Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
A665181,Sasha,10/18/2013,12:06PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Maine Coon Mix,Torbie/White
A665182,Lorelei,10/18/2013,12:06PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Maine Coon Mix,Torbie/White
A665465,Tito,10/18/2013,12:35PM,12331 N Mopac in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd Mix,White
A665466,Dora,10/18/2013,12:35PM,12331 N Mopac in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan
A665346,Thor,10/18/2013,12:43PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 months,Pit Bull/Chihuahua Shorthair,Tan
A665472,Samson,10/18/2013,1:04PM,William Cannon And Manchaca in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Black Smoke
A665474,*Molly,10/18/2013,1:19PM,Montopolis/ E Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A615008,*Thauti,10/18/2013,1:33PM,4606 Little Hill Cir in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Staffordshire Mix,Tan/White
A665481,,10/18/2013,1:47PM,Ruidosa in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan
A665479,Tesla,10/18/2013,2:14PM,14000 Renaissance Ct. #2044 in Travis (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever Mix,Black
A665482,*Khaleesi,10/18/2013,2:24PM,6141 Turnersville Rd in Creedmoor (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky/German Shepherd,Black/Tan
A665484,,10/18/2013,2:27PM,Manor Rd/ Walnunt in Austin (TX),Stray,Injured,Cat,Intact Male,9 months,Domestic Shorthair Mix,Brown Tabby
A665483,,10/18/2013,2:33PM,E. 3Rd & Trinity in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Gray
A664523,Lucy,10/18/2013,2:40PM,13704 Cambourne Dr in Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,9 months,German Shepherd Mix,Black/Tan
A665485,Bratt,10/18/2013,2:48PM,1881 Grove Blvd. in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Boston Terrier/Beagle,Brown Brindle/White
A665491,Oso,10/18/2013,5:24PM,3225 Bitter Creek in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black
A665492,Manny,10/18/2013,5:24PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Rhod Ridgeback/Pit Bull,Red
A665493,Monty,10/18/2013,5:34PM,6405 Hergotz in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Australian Cattle Dog Mix,Blue Merle
A665496,Mikey,10/18/2013,6:07PM,12001 Metric Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Bengal,Brown Tiger
A665494,Bear,10/18/2013,6:08PM,7601 Dixie Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair/Pug,Tan
A655701,*Lissa,10/18/2013,6:19PM,1015 E Yager Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Bull Terrier Miniature Mix,White/Brown
A623551,*Mouse,10/18/2013,6:38PM,2300 Spirit Of Texas Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/Tan
A665497,Jake,10/18/2013,6:52PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Australian Cattle Dog Mix,Blue/Black
A665498,Marbles,10/18/2013,6:56PM,5502 Rose Hill Cir in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Collie Smooth Mix,Blue Merle/Tan
A649033,Willow,10/19/2013,10:30AM,Bolm Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Boxer Mix,Black Brindle/White
A647894,Harley,10/19/2013,10:30AM,Bolm Rd And Airport Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Boxer Mix,Tan/White
A665547,,10/19/2013,11:02AM,6707 Colony Park Cove in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chinese Sharpei Mix,Cream
A665548,Baby,10/19/2013,11:16AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Rabbit Sh Mix,Tan/White
A663372,Nutmeg,10/19/2013,11:16AM,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Rabbit Sh Mix,Brown
A663373,Snowball,10/19/2013,11:16AM,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Rabbit Sh Mix,White/Tan
A663374,Cinnimen,10/19/2013,11:16AM,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Rabbit Sh Mix,Brown
A663375,Itzie,10/19/2013,11:16AM,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Rabbit Sh Mix,Brown
A663376,Floppy,10/19/2013,11:16AM,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Rabbit Sh Mix,Brown
A665584,*Teddy,10/19/2013,3:39PM,9805  Parkfield Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Black
A665549,*Bella,10/19/2013,11:23AM,5508 Ferret Path in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A665550,Lupe,10/19/2013,11:32AM,168 Green Mountain Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A665551,*Aggie,10/19/2013,11:36AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A652030,*Billy Bob,10/19/2013,11:41AM,1801 Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A665553,Bobbi Joe,10/19/2013,11:42AM,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby
A665552,Atticus,10/19/2013,11:46AM,720 Airport #15 in Austin (TX),Stray,Injured,Cat,Intact Male,7 years,Domestic Shorthair Mix,Black/White
A665554,Duke,10/19/2013,11:52AM,13207 N183 in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Great Dane,Black
A658733,Skyler,10/19/2013,11:53AM,1912 Barge St in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Catahoula Mix,Blue Merle/Tan
A653571,T-Che,10/19/2013,12:19PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Brown/White
A665559,Iggy,10/19/2013,12:36PM,Austin (TX),Euthanasia Request,Aged,Dog,Intact Male,10 years,Lhasa Apso Mix,Gray
A665560,Bud,10/19/2013,12:42PM,4800 Scarsdale in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Red/White
A665561,,10/19/2013,12:42PM,4800 Scarsdale in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Black/Tan
A661966,*Suki,10/19/2013,12:44PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan
A665562,,10/19/2013,12:45PM,1806 W Rundberg Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan
A665564,,10/19/2013,12:57PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,Tan
A665565,Pickles,10/19/2013,12:57PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Red/White
A665566,,10/19/2013,12:57PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A665567,Baby,10/19/2013,12:57PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Chocolate/White
A665568,,10/19/2013,1:44PM,2712  Zaragosa St in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair,Black
A665569,Tiki,10/19/2013,1:52PM,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,4 months,Chihuahua Shorthair Mix,Buff/Black
A665570,*Dee Dee,10/19/2013,1:52PM,8868  Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle/White
A665571,,10/19/2013,1:54PM,10118 Diamond Back in Travis (TX),Stray,Injured,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black
A665572,,10/19/2013,2:09PM,900 Broken Feather Trl in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees Mix,White
A665573,,10/19/2013,2:24PM,8801 Silverarrow Ct in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/White
A665577,,10/19/2013,2:31PM,7500 Blessing Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Norwich Terrier Mix,Tan
A665578,*Cotton,10/19/2013,2:58PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A665579,*Candy,10/19/2013,2:58PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A665582,*Honeybear,10/19/2013,3:17PM,5312 Northdale in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Border Collie/Doberman Pinsch,Black/Brown
A665580,,10/19/2013,3:20PM,Great Hills And Jollyville in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A665581,Buttercup,10/19/2013,3:29PM,14205 Willow Tank in Austin (TX),Stray,Injured,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Tan
A665583,,10/19/2013,3:39PM,9805  Parkfield Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A665585,*Terry,10/19/2013,3:39PM,9805  Parkfield Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Orange
A665586,*Timmy,10/19/2013,3:39PM,9805  Parkfield Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Orange
A665587,*Cheddar,10/19/2013,3:51PM,2416 Vintage Stave Road in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby
A660458,*Aztec,10/19/2013,4:04PM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Border Collie/Anatol Shepherd,White/Brown
A665588,,10/19/2013,4:23PM,Riverside Dr And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Whippet/Miniature Pinscher,Tan
A665590,*Marvin,10/19/2013,4:29PM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A665591,,10/19/2013,4:37PM,1516 Piedmont in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum Mix,Gray/Black
A665593,Loki,10/19/2013,5:41PM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby
A665594,Fifi,10/19/2013,6:11PM,12916 James Madison St in Manor (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair/Dachshund,Tricolor
A665595,Terrance,10/19/2013,6:11PM,12916 James Madison St in Manor (TX),Stray,Normal,Dog,Intact Male,6 months,Chihuahua Shorthair,Tricolor
A665596,Lilly,10/20/2013,8:41AM,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Australian Shepherd/Brittany,White/Brown
A665597,Romeo,10/20/2013,8:41AM,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Black/Brown
A665603,Malibu,10/20/2013,10:30AM,4434 Frontier Trail in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Cream Tabby
A665604,*Pixie Stick,10/20/2013,11:14AM,Slaughter And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan/White
A665605,,10/20/2013,11:14AM,Slaughter And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Red/White
A665606,Pavlov,10/20/2013,11:19AM,Cesar Chavez And Ih35 in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Labrador Retriever/Pit Bull,Brown/White
A518264,King,10/20/2013,11:19AM,1304 Willow St in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Great Dane Mix,Black/White
A665608,,10/20/2013,11:37AM,Briardale Dr/Payton Gin Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A665609,,10/20/2013,11:37AM,Briardale Dr/Payton Gin Rd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A665610,,10/20/2013,11:37AM,Briardale Dr/Payton Gin Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A665611,,10/20/2013,11:37AM,Briardale Dr/Payton Gin Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A665614,,10/20/2013,11:55AM,8224 Research Blvd #244 in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A665615,Abby,10/20/2013,12:01PM,4708 Marblehead in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Border Collie/Labrador Retriever,Chocolate/White
A433111,Jessie,10/20/2013,12:01PM,Ohlen And Whitman Cv in Austin (TX),Stray,Normal,Dog,Intact Female,12 years,Queensland Heeler Mix,White/Brown
A665617,Cognac,10/20/2013,12:09PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Labrador Retriever/Pit Bull,White/Brown
A665618,,10/20/2013,12:25PM,1815 Burton Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico/White
A665619,Chico,10/20/2013,12:30PM,14508 Harris Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Chihuahua Shorthair Mix,Black/Tan
A665620,Mona,10/20/2013,12:30PM,14508 Harris Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Chihuahua Shorthair Mix,Tricolor
A643991,Roxie,10/20/2013,12:41PM,Brody And 162 in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Dachshund Mix,Brown/Black
A665621,*Stoli,10/20/2013,12:44PM,2850 Hwy 71 West in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair/Rat Terrier,Black/Brown Brindle
A665623,Brooke,10/20/2013,1:04PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico
A665622,,10/20/2013,1:05PM,11912 Snow Goose Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Old English Sheepdog,Gray/White
A665624,*Alix,10/20/2013,1:18PM,300 Sheraton Ave in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black Smoke/White
A665625,Snickers,10/20/2013,2:00PM,Sara And Berger in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Basset Hound Mix,Tricolor
A665627,*Dora,10/20/2013,2:07PM,8925 Frock Ct in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A615843,Isabella,10/20/2013,2:32PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Rat Terrier/Queensland Heeler,White/Tan
A665629,Baby Boy,10/20/2013,2:33PM,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,4 years,Australian Cattle Dog/Chow Chow,Red Merle/White
A665628,Buffi,10/20/2013,2:40PM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Chocolate/White
A665546,,10/20/2013,2:43PM,Woodland Ave/Parker Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A651119,Susie,10/20/2013,3:12PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Weimaraner/Labrador Retriever,Chocolate/White
A665633,,10/20/2013,3:30PM,Apperson St/Elroy Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,3 months,Anatol Shepherd Mix,Brown/Black
A665632,,10/20/2013,3:30PM,Apperson St/Elroy Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Brown/Black
A665634,Sydney,10/20/2013,4:01PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black
A665635,,10/20/2013,4:10PM,12507 Esplanade in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A665636,,10/20/2013,4:33PM,8800 Barrow Glen Loop in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Black Mouth Cur Mix,Red/White
A665637,,10/20/2013,4:33PM,8800 Barrow Glen Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Black Mouth Cur Mix,Tricolor
A665638,Chuck,10/20/2013,4:55PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Basset Hound,Tricolor
A654375,Pixie,10/20/2013,4:55PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,5 months,Pit Bull Mix,Chocolate/White
A665640,,10/20/2013,5:26PM,2103 Deerrun in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Longhair Mix,Blue Cream
A665641,*Dahlia,10/20/2013,9:10PM,4521 Westgate Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A665642,Rudy,10/20/2013,9:32PM,6508 Alum Rock Cv in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Miniature Schnauzer,Gray
A665644,,10/21/2013,7:59AM,Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A665645,,10/21/2013,7:59AM,Blake Manor Rd in Austin (TX),Stray,Sick,Cat,Intact Male,3 years,Domestic Shorthair Mix,Black/White
A665648,,10/21/2013,10:17AM,7201 Levander Loop in Austin (TX),Wildlife,Normal,Other,Intact Female,8 months,Fox Mix,White/Gray
A422526,Randee,10/21/2013,11:03AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,13 years,Pekingese,Yellow/Tan
A665649,,10/21/2013,11:12AM,12507 Esplanade in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A665650,,10/21/2013,11:30AM,N Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chow Chow/Basset Hound,Red
A665651,Buddy,10/21/2013,11:41AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Black/White
A569888,Amadeus,10/21/2013,11:48AM,7Th And Tillery in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Alaskan Husky Mix,Gray/White
A665653,,10/21/2013,12:20PM,2900 Sunridge Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A665655,,10/21/2013,12:20PM,2900 Sunridge Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A665656,,10/21/2013,12:20PM,2900 Sunridge Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A665657,,10/21/2013,12:20PM,2900 Sunridge Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A665654,*Mortisha,10/21/2013,12:29PM,8802 Unice Dr in Travis (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby
A665658,Lucky,10/21/2013,1:10PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Staffordshire Terrier Mix,Brown/White
A665659,Marie,10/21/2013,1:16PM,509 W St John Ave in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Balinese Mix,Flame Point
A665660,*Baxter,10/21/2013,1:30PM,1005 N Meadowa in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White
A587006,Pivo,10/21/2013,1:45PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Australian Cattle Dog,White/Black
A662145,Pup,10/21/2013,2:12PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 months,Chihuahua Shorthair/Pug,Black/White
A665661,*Jane,10/21/2013,2:24PM,1205 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black
A665662,*Chris,10/21/2013,2:24PM,1205 Cullen Ave in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A665681,,10/21/2013,2:35PM,Fm 1327 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tan/White
A665682,*Ringo,10/21/2013,2:35PM,Fm 1327 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Rat Terrier Mix,Tricolor
A665683,*Patty,10/21/2013,2:35PM,Fm 1327 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/White
A665684,*Pete,10/21/2013,2:35PM,Fm 1327 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/White
A665685,,10/21/2013,2:35PM,Fm 1327 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Buff
A665664,Poptart,10/21/2013,2:42PM,Burnet And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Lhasa Apso Mix,Black/Silver
A665668,Dylan,10/21/2013,2:43PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair Mix,White/Black
A665666,*Teddy,10/21/2013,2:58PM,8225 N. 620 in Travis (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A665667,,10/21/2013,3:04PM,12105 Lavinia in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Shiba Inu Mix,Red/Cream
A329968,Romeo,10/21/2013,3:06PM,12500 Amherst in Austin (TX),Stray,Normal,Dog,Neutered Male,14 years,Labrador Retriever,Yellow
A665669,*Bozo,10/21/2013,3:10PM,6109 Randleman in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black
A665671,,10/21/2013,3:17PM,Howard Ln And Camborne Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Seal Point
A665670,,10/21/2013,3:18PM,7300 West Rim Rd in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Black/Brown
A665672,*Tulip,10/21/2013,3:19PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A665673,,10/21/2013,3:19PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,White
A665674,,10/21/2013,3:19PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,3 days,Siamese Mix,Flame Point
A665676,,10/21/2013,3:19PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,3 days,Domestic Shorthair Mix,Black Smoke
A665675,*O. Henry,10/21/2013,3:22PM,183 And Ih35 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A665678,,10/21/2013,3:38PM,2320 Woodward  Ave in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Pit Bull Mix,Black Brindle/White
A665680,,10/21/2013,3:42PM,Pine Arbor Trl in Manor (TX),Stray,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Buff
A665686,*Perla,10/21/2013,4:18PM,Fm 1327 And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dachshund Mix,Tan/Buff
A665599,Grant,10/22/2013,6:54PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Australian Cattle Dog/Pit Bull,Tricolor
A665687,*Petey,10/21/2013,4:18PM,Fm 1327 And 183 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund/American Staffordshire Terrier,Fawn
A665688,Precious,10/21/2013,4:27PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Cairn Terrier,Buff
A665690,Bridget,10/21/2013,4:41PM,10005 Derringer Trl in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Red
